unique_id,ds,cutoff,y,Naive,SeasonalNaive,AutoETS,AutoARIMA,xgboost,NBEATS,NHITS
hotel_14,2023-05-18,2023-05-05,0.7075471698113207,0.8962264150943396,0.6886792452830188,0.7980581755989902,0.7690431846875811,0.7767824,0.8806531,0.6545642
hotel_14,2023-05-19,2023-05-05,0.8018867924528302,0.8962264150943396,0.8962264150943396,0.7980581755989902,0.76578063437547,0.88014895,0.97063315,0.82114863
hotel_14,2023-05-20,2023-05-05,0.7735849056603774,0.8962264150943396,0.9056603773584906,0.7980581755989902,0.7665518248339958,0.89449143,0.9358034,0.9101117
hotel_14,2023-05-21,2023-05-05,0.49056603773584906,0.8962264150943396,0.8490566037735849,0.7980581755989902,0.7640980015428498,0.64735246,0.5858383,0.5314857
hotel_14,2023-05-22,2023-05-05,0.4716981132075472,0.8962264150943396,0.7169811320754716,0.7980581755989902,0.7643810407776096,0.7033313,0.69328994,0.642215
hotel_14,2023-05-23,2023-05-05,0.5849056603773585,0.8962264150943396,0.7358490566037735,0.7980581755989902,0.762496646742516,0.74260974,0.778123,0.72354096
hotel_14,2023-05-24,2023-05-05,0.5566037735849056,0.8962264150943396,0.839622641509434,0.7980581755989902,0.7624719014042691,0.74642575,0.7726197,0.6944388
hotel_14,2023-05-25,2023-05-05,0.4716981132075472,0.8962264150943396,0.6886792452830188,0.7980581755989902,0.7609931427246657,0.7372684,0.76372635,0.7319074
hotel_14,2023-05-26,2023-05-05,0.5660377358490566,0.8962264150943396,0.8962264150943396,0.7980581755989902,0.7607804290835279,0.84801865,0.8350298,0.811538
hotel_14,2023-05-27,2023-05-05,0.6981132075471698,0.8962264150943396,0.9056603773584906,0.7980581755989902,0.7595947165584443,0.9018279,0.7957241,0.8333639
hotel_14,2023-05-28,2023-05-05,0.4811320754716981,0.8962264150943396,0.8490566037735849,0.7980581755989902,0.7592731332196453,0.65546024,0.4534259,0.48353004
hotel_14,2023-05-29,2023-05-05,0.37735849056603776,0.8962264150943396,0.7169811320754716,0.7980581755989902,0.7583026485394468,0.6441573,0.68344253,0.6777646
hotel_14,2023-05-30,2023-05-05,0.49056603773584906,0.8962264150943396,0.7358490566037735,0.7980581755989902,0.7579239573040791,0.69413376,0.816875,0.7505726
hotel_14,2023-05-31,2023-05-05,0.5471698113207547,0.8962264150943396,0.839622641509434,0.7980581755989902,0.7571145344598215,0.7416532,0.81985456,0.7586937
hotel_14,2023-06-01,2023-05-05,0.5188679245283019,0.8962264150943396,0.6886792452830188,0.7980581755989902,0.756712184164318,0.7552578,0.7795368,0.75196546
hotel_14,2023-06-02,2023-05-05,0.5660377358490566,0.8962264150943396,0.8962264150943396,0.7980581755989902,0.7560257831429877,0.80880445,0.81888187,0.78747356
hotel_14,2023-06-03,2023-06-02,0.660377358490566,0.5660377358490566,0.6981132075471698,0.5360298083337431,0.603857726454244,0.60438764,0.5107094,0.6292537
hotel_14,2023-06-04,2023-06-02,0.4528301886792453,0.5660377358490566,0.4811320754716981,0.5360298083337431,0.5972197746680739,0.48141584,0.20420307,0.40914464
hotel_14,2023-06-05,2023-06-02,0.7452830188679245,0.5660377358490566,0.37735849056603776,0.5360298083337431,0.6121335533931933,0.54660064,0.4299274,0.6816332
hotel_14,2023-06-06,2023-06-02,0.8490566037735849,0.5660377358490566,0.49056603773584906,0.5360298083337431,0.6097886410812725,0.6281482,0.5357297,0.7359618
hotel_14,2023-06-07,2023-06-02,0.8113207547169812,0.5660377358490566,0.5471698113207547,0.5360298083337431,0.6209850421018729,0.6705563,0.45174247,0.73945975
hotel_14,2023-06-08,2023-06-02,0.6320754716981132,0.5660377358490566,0.5188679245283019,0.5360298083337431,0.6208302408069761,0.6841588,0.47062945,0.61254096
hotel_14,2023-06-09,2023-06-02,0.4716981132075472,0.5660377358490566,0.5660377358490566,0.5360298083337431,0.6294739452250105,0.7126717,0.59794897,0.62681687
hotel_14,2023-06-10,2023-06-02,0.5660377358490566,0.5660377358490566,0.6981132075471698,0.5360298083337431,0.6306358808760409,0.727911,0.62233853,0.672618
hotel_14,2023-06-11,2023-06-02,0.3584905660377358,0.5660377358490566,0.4811320754716981,0.5360298083337431,0.6374989077751309,0.609731,0.32193255,0.3910027
hotel_14,2023-06-12,2023-06-02,0.6792452830188679,0.5660377358490566,0.37735849056603776,0.5360298083337431,0.6394160199535053,0.66427237,0.53559935,0.5478563
hotel_14,2023-06-13,2023-06-02,0.6981132075471698,0.5660377358490566,0.49056603773584906,0.5360298083337431,0.6450126837215746,0.677787,0.6290786,0.59239143
hotel_14,2023-06-14,2023-06-02,0.6886792452830188,0.5660377358490566,0.5471698113207547,0.5360298083337431,0.6473265591385063,0.67328024,0.54454935,0.59374964
hotel_14,2023-06-15,2023-06-02,0.5849056603773585,0.5660377358490566,0.5188679245283019,0.5360298083337431,0.652001820232493,0.64101785,0.6033661,0.5512424
hotel_14,2023-06-16,2023-06-02,0.6132075471698113,0.5660377358490566,0.5660377358490566,0.5360298083337431,0.6544861799680896,0.761492,0.5568742,0.60270905
hotel_14,2023-06-17,2023-06-02,0.6698113207547169,0.5660377358490566,0.6981132075471698,0.5360298083337431,0.6584735031315311,0.80195624,0.63088524,0.624074
hotel_14,2023-06-18,2023-06-02,0.5,0.5660377358490566,0.4811320754716981,0.5360298083337431,0.6609878143656738,0.62598133,0.4243282,0.41395584
hotel_14,2023-06-19,2023-06-02,0.5849056603773585,0.5660377358490566,0.37735849056603776,0.5360298083337431,0.6644470753830691,0.6777507,0.5835585,0.50826573
hotel_14,2023-06-20,2023-06-02,0.6698113207547169,0.5660377358490566,0.49056603773584906,0.5360298083337431,0.6669062653322502,0.67678875,0.54832953,0.5232552
hotel_14,2023-06-21,2023-06-02,0.7264150943396226,0.5660377358490566,0.5471698113207547,0.5360298083337431,0.6699486019708215,0.6657841,0.46014234,0.47210908
hotel_14,2023-06-22,2023-06-02,0.6981132075471698,0.5660377358490566,0.5188679245283019,0.5360298083337431,0.6723032998353052,0.68675107,0.54993415,0.41466326
hotel_14,2023-06-23,2023-06-02,0.7264150943396226,0.5660377358490566,0.5660377358490566,0.5360298083337431,0.6750074180168004,0.7193306,0.5012176,0.49464822
hotel_14,2023-06-24,2023-06-02,0.6132075471698113,0.5660377358490566,0.6981132075471698,0.5360298083337431,0.677231079124568,0.7968459,0.5003081,0.6310143
hotel_14,2023-06-25,2023-06-02,0.5660377358490566,0.5660377358490566,0.4811320754716981,0.5360298083337431,0.6796539655023643,0.6342774,0.2604581,0.49243027
hotel_14,2023-06-26,2023-06-02,0.5943396226415094,0.5660377358490566,0.37735849056603776,0.5360298083337431,0.681734493204997,0.63170934,0.36795226,0.5386591
hotel_14,2023-06-27,2023-06-02,0.5377358490566038,0.5660377358490566,0.49056603773584906,0.5360298083337431,0.6839184649408141,0.65663785,0.34526798,0.6278348
hotel_14,2023-06-28,2023-06-02,0.5566037735849056,0.5660377358490566,0.5471698113207547,0.5360298083337431,0.6858527708779146,0.67712706,0.35433578,0.8270157
hotel_14,2023-06-29,2023-06-02,0.7641509433962265,0.5660377358490566,0.5188679245283019,0.5360298083337431,0.687830125925793,0.6461499,0.49017107,0.6885296
hotel_14,2023-06-30,2023-06-02,0.5188679245283019,0.5660377358490566,0.5660377358490566,0.5360298083337431,0.6896206089391479,0.6888189,0.46394306,0.68992966
hotel_21,2023-02-11,2023-02-10,0.9953703703703703,0.9814814814814815,0.9675925925925926,0.9848608921989084,0.972563372373181,0.9950574,0.98699147,1.0015738
hotel_21,2023-02-12,2023-02-10,0.9907407407407407,0.9814814814814815,0.9305555555555556,0.9848608921989084,0.9669064601784519,0.9089362,0.97398967,0.96453536
hotel_21,2023-02-13,2023-02-10,0.9953703703703703,0.9814814814814815,0.9907407407407407,0.9848608921989084,0.9597328361510715,0.93502676,1.0140126,0.9657728
hotel_21,2023-02-14,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,0.9848608921989084,0.9555900414046963,0.9830278,1.0501598,0.99216473
hotel_21,2023-02-15,2023-02-10,0.9814814814814815,0.9814814814814815,0.9953703703703703,0.9848608921989084,0.9509936723430704,0.99724495,1.029943,0.98633873
hotel_21,2023-02-16,2023-02-10,0.9768518518518519,0.9814814814814815,1.0,0.9848608921989084,0.9478691898122832,0.99640054,1.0426564,1.0011425
hotel_21,2023-02-17,2023-02-10,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9848608921989084,0.9448641020238269,1.0002997,1.0619671,1.014086
hotel_21,2023-02-18,2023-02-10,0.9814814814814815,0.9814814814814815,0.9675925925925926,0.9848608921989084,0.9426055332409478,0.99284303,1.0390476,0.9887668
hotel_21,2023-02-19,2023-02-10,0.9722222222222222,0.9814814814814815,0.9305555555555556,0.9848608921989084,0.9405905279605765,0.9574501,1.0218519,0.9284304
hotel_21,2023-02-20,2023-02-10,0.9722222222222222,0.9814814814814815,0.9907407407407407,0.9848608921989084,0.9389963743339982,0.966588,1.0791368,0.9228911
hotel_21,2023-02-21,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,0.9848608921989084,0.9376254146391643,0.9752566,1.0540705,0.95900464
hotel_21,2023-02-22,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,0.9848608921989084,0.936513093819274,0.98815805,0.9715754,0.95484227
hotel_21,2023-02-23,2023-02-10,0.9722222222222222,0.9814814814814815,1.0,0.9848608921989084,0.9355733494764249,0.9964119,1.0191754,0.9637057
hotel_21,2023-02-24,2023-02-10,1.0,0.9814814814814815,0.9814814814814815,0.9848608921989084,0.9348014777477617,0.99931496,1.0132253,0.95092595
hotel_21,2023-02-25,2023-02-10,0.9861111111111112,0.9814814814814815,0.9675925925925926,0.9848608921989084,0.9341549385937012,0.9992084,1.0119733,0.88909775
hotel_21,2023-02-26,2023-02-10,0.9444444444444444,0.9814814814814815,0.9305555555555556,0.9848608921989084,0.9336207232153114,0.9412158,0.9953683,0.8312537
hotel_21,2023-02-27,2023-02-10,0.9907407407407407,0.9814814814814815,0.9907407407407407,0.9848608921989084,0.9331751062995133,0.94805443,1.0344834,0.83083504
hotel_21,2023-02-28,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,0.9848608921989084,0.9328058426029623,0.9792075,1.10263,0.89370805
hotel_21,2023-03-01,2023-02-10,0.9907407407407407,0.9814814814814815,0.9953703703703703,0.9848608921989084,0.9324984392598082,0.9912316,1.0384653,0.9373881
hotel_21,2023-03-02,2023-02-10,0.9814814814814815,0.9814814814814815,1.0,0.9848608921989084,0.9322433508597503,0.9594041,1.0299501,0.9733417
hotel_21,2023-03-03,2023-02-10,0.9953703703703703,0.9814814814814815,0.9814814814814815,0.9848608921989084,0.932031202389037,0.9896527,0.99785936,0.99222326
hotel_21,2023-03-04,2023-02-10,0.9861111111111112,0.9814814814814815,0.9675925925925926,0.9848608921989084,0.9318550388190497,0.9998225,1.0047182,0.971324
hotel_21,2023-03-05,2023-02-10,0.8842592592592593,0.9814814814814815,0.9305555555555556,0.9848608921989084,0.9317085985223065,0.9266222,0.9119285,0.91566616
hotel_21,2023-03-06,2023-02-10,0.9907407407407407,0.9814814814814815,0.9907407407407407,0.9848608921989084,0.9315869577380035,0.9567861,0.95551443,0.93474555
hotel_21,2023-03-07,2023-02-10,1.0,0.9814814814814815,0.9953703703703703,0.9848608921989084,0.9314858639213358,0.9635135,0.9716818,0.99364644
hotel_21,2023-03-08,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,0.9848608921989084,0.931401876901804,0.9652648,0.9697569,1.0131029
hotel_21,2023-03-09,2023-02-10,1.0,0.9814814814814815,1.0,0.9848608921989084,0.9313320842729773,0.96373236,1.0033702,1.0204676
hotel_21,2023-03-10,2023-02-10,0.9907407407407407,0.9814814814814815,0.9814814814814815,0.9848608921989084,0.9312740972878332,0.97443,0.97715086,0.9766432
hotel_21,2023-03-11,2023-03-10,0.9953703703703703,0.9907407407407407,0.9861111111111112,0.9924262058761663,0.9921351909854046,0.999453,1.0302061,0.95110595
hotel_21,2023-03-12,2023-03-10,1.0,0.9907407407407407,0.8842592592592593,0.9924262058761663,0.9785688096416796,0.89071125,1.0085148,0.9347771
hotel_21,2023-03-13,2023-03-10,1.0,0.9907407407407407,0.9907407407407407,0.9924262058761663,0.9849882052360094,0.9398166,1.0230699,0.94341564
hotel_21,2023-03-14,2023-03-10,1.0,0.9907407407407407,1.0,0.9924262058761663,0.9739851198283932,0.9711769,1.0625993,0.9436748
hotel_21,2023-03-15,2023-03-10,0.9953703703703703,0.9907407407407407,0.9953703703703703,0.9924262058761663,0.9775821271314556,0.98389405,0.9916149,0.93799067
hotel_21,2023-03-16,2023-03-10,0.9953703703703703,0.9907407407407407,1.0,0.9924262058761663,0.9742869036189473,0.9926096,1.012297,0.9373028
hotel_21,2023-03-17,2023-03-10,0.9675925925925926,0.9907407407407407,0.9907407407407407,0.9924262058761663,0.9708373331455314,0.9974345,1.0568916,0.9454962
hotel_21,2023-03-18,2023-03-10,1.0,0.9907407407407407,0.9861111111111112,0.9924262058761663,0.9757032604470972,0.9966903,1.0769323,0.90554976
hotel_21,2023-03-19,2023-03-10,0.9768518518518519,0.9907407407407407,0.8842592592592593,0.9924262058761663,0.9668930473878545,0.9019972,1.0615786,0.9195319
hotel_21,2023-03-20,2023-03-10,0.9814814814814815,0.9907407407407407,0.9907407407407407,0.9924262058761663,0.9752233385041046,0.9361721,1.0281198,0.94244134
hotel_21,2023-03-21,2023-03-10,0.9861111111111112,0.9907407407407407,1.0,0.9924262058761663,0.966844864003004,0.9551597,1.053457,0.9510061
hotel_21,2023-03-22,2023-03-10,1.0,0.9907407407407407,0.9953703703703703,0.9924262058761663,0.972119412924504,0.96451044,1.0353636,0.965703
hotel_21,2023-03-23,2023-03-10,0.9953703703703703,0.9907407407407407,1.0,0.9924262058761663,0.969617289814501,0.97579724,1.0808836,0.9489844
hotel_21,2023-03-24,2023-03-10,0.9768518518518519,0.9907407407407407,0.9907407407407407,0.9924262058761663,0.9680105517331222,0.9911154,1.125642,0.9478949
hotel_21,2023-03-25,2023-03-10,0.9907407407407407,0.9907407407407407,0.9861111111111112,0.9924262058761663,0.9725846980562819,0.99935037,1.1653988,0.9029142
hotel_21,2023-03-26,2023-03-10,0.9814814814814815,0.9907407407407407,0.8842592592592593,0.9924262058761663,0.9654121967194994,0.91133296,1.1037846,0.8767209
hotel_21,2023-03-27,2023-03-10,0.9490740740740741,0.9907407407407407,0.9907407407407407,0.9924262058761663,0.9733434792371448,0.9325378,1.0704539,0.9192367
hotel_21,2023-03-28,2023-03-10,0.9537037037037037,0.9907407407407407,1.0,0.9924262058761663,0.9658147842863075,0.9508258,1.1217502,0.93458873
